0Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
491,0.608044,0.827242,0.612274,0.523202,0.591114,4.569186,4.869040,0.186154,0.339965,0.367588,0.375655,17.598382,30.080152,28.772964,0.689743,0.055840,
492,0.591386,0.833626,0.620026,0.488193,0.572480,4.569186,4.569186,0.184596,0.335622,0.364688,0.375158,17.498657,30.017587,28.742827,0.686547,0.000000,
493,0.575371,0.833661,0.601924,0.529498,0.521492,4.634767,4.970741,0.186607,0.337090,0.365746,0.376318,17.457997,29.983991,28.731039,0.689372,0.000000,
494,0.578455,0.836717,0.626768,0.540259,0.515690,4.332995,4.634767,0.186635,0.337907,0.367587,0.380649,17.411215,29.943518,28.708604,0.686869,0.000000,
495,0.570086,0.839395,0.594819,0.492782,0.532291,3.610067,4.332995,0.187657,0.338224,0.368316,0.378770,17.317487,29.945572,28.727959,0.686391,0.000000,
496,0.569779,0.836244,0.596128,0.487139,0.534865,2.910819,3.610067,0.188869,0.339090,0.368225,0.377284,17.274036,29.962777,28.746740,0.686505,0.000000,
497,0.578628,0.842367,0.626995,0.510090,0.526706,2.864229,2.910819,0.189454,0.337788,0.365938,0.374154,17.241820,29.985475,28.771480,0.686179,0.000000,
498,0.579457,0.829237,0.594974,0.465212,0.569484,2.704867,2.864229,0.188317,0.339317,0.368949,0.380761,17.187095,30.006119,28.801784,0.681820,0.000000,
499,0.592552,0.841226,0.631961,0.496463,0.563213,2.704867,2.704867,0.190640,0.342638,0.372036,0.381912,17.192070,30.025644,28.827375,0.686445,0.000000,
500,0.563107,0.836728,0.620715,0.500862,0.505567,3.001988,3.001988,0.191341,0.342462,0.372518,0.386531,17.166548,30.057500,28.859994,0.684040,0.000000,
501,0.561930,0.834765,0.603225,0.492219,0.515061,3.501673,3.501673,0.190454,0.343493,0.374286,0.387781,17.194762,30.079872,28.884037,0.683432,0.000000,
502,0.573800,0.837783,0.604849,0.474331,0.546235,3.891876,3.891876,0.190017,0.343054,0.374082,0.387880,17.160029,30.067137,28.882031,0.686162,0.000000,
503,0.572072,0.832578,0.622827,0.477872,0.533550,3.572086,3.968196,0.190805,0.342016,0.373927,0.386762,17.069568,30.083501,28.896551,0.685860,0.000000,
504,0.577538,0.838237,0.607510,0.541945,0.510359,3.144465,3.572086,0.191204,0.343904,0.375098,0.384669,17.110231,30.073136,28.896163,0.689329,0.000000,
505,0.567153,0.827333,0.601415,0.506374,0.514034,2.724658,3.144465,0.191464,0.347182,0.378698,0.389237,17.130485,30.102129,28.915902,0.683495,0.000000,
506,0.591251,0.841487,0.593941,0.526071,0.556322,2.132610,2.724658,0.192417,0.353144,0.385523,0.394493,17.198778,30.129857,28.949185,0.686094,0.000000,
507,0.610129,0.830319,0.605151,0.488681,0.622332,2.132610,2.132610,0.189962,0.350424,0.381234,0.393601,17.210298,30.158192,28.956154,0.685840,0.000000,
508,0.606665,0.832370,0.591600,0.490003,0.615457,2.328716,2.328716,0.189079,0.351319,0.382317,0.393414,17.236088,30.151577,28.949786,0.684365,0.000000,
509,0.613579,0.838981,0.598404,0.513831,0.612441,2.640597,2.640597,0.187324,0.350564,0.382173,0.391506,17.222933,30.151876,28.946422,0.684353,0.000000,
510,0.614058,0.836151,0.637723,0.546094,0.584546,2.980916,2.980916,0.187448,0.350304,0.380207,0.388865,17.214111,30.130511,28.924154,0.685317,0.000000,
511,0.588472,0.834670,0.575918,0.576130,0.531816,3.199105,3.199105,0.187625,0.350423,0.379608,0.388043,17.222096,30.114525,28.909719,0.683587,0.000000,
512,0.580304,0.845328,0.609339,0.509370,0.536006,3.102659,3.335810,0.185763,0.346372,0.375366,0.382466,17.195199,30.087903,28.877708,0.680361,0.000000,
513,0.584521,0.848924,0.605863,0.519913,0.539180,3.102659,3.102659,0.184442,0.344062,0.373235,0.382078,17.144082,30.051157,28.843451,0.675430,0.000000,
514,0.583694,0.840799,0.586198,0.514439,0.549002,3.727966,3.727966,0.184526,0.347961,0.376747,0.385319,17.244078,30.089791,28.847318,0.675620,0.000000,
515,0.571410,0.835616,0.606753,0.507534,0.521373,3.843278,4.454360,0.183122,0.350827,0.380277,0.387725,17.330520,30.144156,28.879932,0.675398,0.000000,
516,0.589199,0.836642,0.588877,0.541650,0.547922,3.714552,3.843278,0.181481,0.354219,0.384382,0.392517,17.412807,30.186428,28.890287,0.677768,0.000000,
517,0.602713,0.843257,0.604256,0.571288,0.554957,3.714552,3.714552,0.181632,0.353129,0.383505,0.390400,17.460621,30.218857,28.895900,0.675710,0.000000,
518,0.591980,0.844420,0.591588,0.517346,0.565087,3.426863,3.804444,0.180421,0.350245,0.380917,0.393415,17.490241,30.258258,28.911120,0.678360,0.000000,
519,0.593974,0.833823,0.589227,0.517012,0.573209,3.426863,3.426863,0.179990,0.348849,0.378782,0.391574,17.510315,30.281184,28.907359,0.672713,0.000000,
520,0.591818,0.825020,0.608518,0.545299,0.548886,3.549871,3.549871,0.178627,0.345379,0.375558,0.389077,17.513570,30.302435,28.906090,0.672885,0.000000,
521,0.602007,0.828920,0.590142,0.533829,0.582370,2.901039,4.164151,0.177865,0.347112,0.380164,0.393092,17.582975,30.343789,28.929906,0.674232,0.000000,
522,0.612627,0.824671,0.597922,0.503979,0.621362,2.895528,2.901039,0.175661,0.342569,0.373216,0.384957,17.576754,30.336586,28.919547,0.671904,0.000000,
523,0.603332,0.822071,0.579497,0.514363,0.601053,2.895528,2.895528,0.176427,0.340759,0.371197,0.382412,17.513241,30.312737,28.887979,0.672251,0.000000,
524,0.597175,0.829922,0.583199,0.529733,0.576528,4.631918,4.631918,0.176504,0.339432,0.369192,0.378829,17.556646,30.332982,28.904625,0.673864,0.000000,
525,0.602336,0.826853,0.592236,0.539406,0.580009,3.639948,4.642903,0.175167,0.340236,0.370832,0.380589,17.622030,30.342387,28.897369,0.677660,0.000000,
526,0.605304,0.826572,0.585436,0.557464,0.578865,3.131743,3.639948,0.174805,0.338753,0.369809,0.379218,17.617392,30.288562,28.829925,0.676993,0.000000,
527,0.601035,0.821951,0.587351,0.514630,0.595008,3.131743,3.131743,0.173165,0.336292,0.366929,0.378295,17.583932,30.259746,28.784909,0.679196,0.000000,
528,0.596477,0.826903,0.584783,0.515377,0.583778,2.955275,3.504578,0.171645,0.336953,0.368424,0.378437,17.599097,30.234803,28.753492,0.679257,0.000000,
529,0.590731,0.818821,0.594319,0.515960,0.570596,2.955275,2.955275,0.171682,0.334370,0.367145,0.380816,17.637807,30.214890,28.714231,0.675776,0.000000,
530,0.570490,0.820811,0.580998,0.525063,0.525488,3.891584,3.891584,0.172126,0.334634,0.368574,0.382669,17.671326,30.143309,28.630195,0.678713,0.000000,
531,0.580277,0.821453,0.585912,0.528042,0.542972,4.691847,4.691847,0.170269,0.330090,0.363950,0.378180,17.605043,30.080001,28.560332,0.678505,0.000000,
532,0.625387,0.830713,0.583900,0.496705,0.654718,2.605048,4.928463,0.169875,0.329677,0.360868,0.371020,17.459899,30.011854,28.488486,0.677781,1.310616,
533,0.632715,0.822138,0.583006,0.530097,0.653200,2.605048,2.605048,0.170817,0.326813,0.359341,0.370223,17.401688,29.964976,28.447554,0.680457,2.287102,
534,0.594011,0.820725,0.591164,0.531915,0.569456,3.076894,3.076894,0.171675,0.332389,0.365931,0.375677,17.424188,29.945839,28.426911,0.682099,0.000000,
535,0.584930,0.826698,0.587251,0.517052,0.557981,3.270095,3.270095,0.174238,0.331130,0.365947,0.377024,17.434134,29.959202,28.432987,0.680679,0.000000,
536,0.582087,0.824391,0.579096,0.524889,0.551666,3.559545,3.559545,0.175101,0.331852,0.366291,0.377554,17.356605,29.992898,28.448092,0.676758,0.000000,
537,0.602920,0.826212,0.578061,0.513721,0.603130,4.224130,4.224130,0.174756,0.332787,0.365975,0.380121,17.425847,30.026743,28.465965,0.679154,0.000000,
538,0.595423,0.822082,0.563358,0.515225,0.591866,3.963618,4.628488,0.170809,0.327327,0.361271,0.378037,17.448991,30.043305,28.480022,0.677398,0.000000,
539,0.576586,0.835451,0.562303,0.492800,0.561028,3.963618,3.963618,0.170768,0.323953,0.357004,0.370867,17.429406,30.096457,28.505699,0.674500,0.000000,
540,0.585747,0.831419,0.577979,0.502440,0.570301,4.309103,4.309103,0.170901,0.319962,0.347686,0.361288,17.395248,30.125925,28.531848,0.677363,0.000000,
541,0.569219,0.840598,0.557865,0.484501,0.549612,4.407454,4.474073,0.171580,0.322476,0.350315,0.363221,17.321428,30.208676,28.595251,0.675714,0.000000,
542,0.548557,0.825036,0.582969,0.459913,0.515444,4.130344,4.407454,0.173292,0.321839,0.349607,0.361059,17.287074,30.256623,28.649966,0.677457,0.000000,
543,0.553482,0.833052,0.575275,0.477658,0.515847,4.130344,4.130344,0.174412,0.320059,0.345667,0.354658,17.234946,30.355094,28.734097,0.677833,0.000000,
544,0.558359,0.837187,0.584264,0.482318,0.520408,4.301178,4.301178,0.173244,0.319158,0.344885,0.353225,17.164242,30.428986,28.820627,0.678329,0.000000,
545,0.543153,0.831755,0.589718,0.457149,0.502593,4.044065,4.384583,0.175487,0.318584,0.343358,0.349546,17.087502,30.539433,28.932287,0.676751,0.000000,
546,0.553885,0.832429,0.571025,0.490627,0.512080,4.044065,4.044065,0.173673,0.315272,0.338331,0.342853,17.006519,30.682085,29.068267,0.673337,0.000000,
547,0.548362,0.833788,0.574239,0.497737,0.494609,3.870582,4.309438,0.172193,0.312930,0.335683,0.339945,16.970101,30.848198,29.221630,0.671020,0.000000,
548,0.573060,0.835205,0.586626,0.522384,0.529098,3.766951,3.870582,0.167544,0.307737,0.329286,0.335028,16.931526,30.963891,29.337173,0.670013,0.000000,
549,0.529611,0.837978,0.580276,0.498469,0.451022,3.766951,3.766951,0.167108,0.305983,0.325770,0.329700,16.861915,31.093654,29.479126,0.666529,0.000000,
550,0.565103,0.839869,0.578330,0.475170,0.541548,3.894320,3.894320,0.165242,0.302206,0.321469,0.324554,16.839574,31.184173,29.572426,0.665331,0.000000,
551,0.541102,0.841086,0.590255,0.459405,0.494905,3.976972,3.976972,0.163661,0.299421,0.320017,0.324046,16.794056,31.255522,29.663872,0.663187,0.000000,
552,0.563936,0.836557,0.599138,0.489836,0.525368,4.102133,4.102133,0.164093,0.297739,0.319470,0.324076,16.784244,31.263737,29.696918,0.661784,0.000000,
553,0.546841,0.839221,0.573635,0.473600,0.504952,4.541149,4.541149,0.162710,0.293982,0.315031,0.317785,16.708423,31.298571,29.716107,0.663985,0.000000,
554,0.528585,0.852986,0.583593,0.459015,0.466216,4.714917,5.236002,0.161954,0.288440,0.308551,0.311230,16.612790,31.247209,29.664854,0.662389,0.000000,
555,0.501991,0.841005,0.559962,0.468921,0.412126,3.309710,4.714917,0.163795,0.286856,0.304814,0.306308,16.552843,31.170064,29.589475,0.661780,0.000000,
556,0.498610,0.852081,0.575963,0.442470,0.415020,3.189524,3.309710,0.161200,0.283097,0.301163,0.302881,16.484609,31.156812,29.565219,0.659436,0.000000,
557,0.487952,0.831384,0.555726,0.452127,0.400119,3.189524,3.189524,0.158024,0.279250,0.297790,0.302177,16.407912,31.211097,29.611651,0.656449,0.000000,
558,0.490439,0.842001,0.573305,0.408181,0.423822,3.226519,3.226519,0.156623,0.276237,0.296287,0.297721,16.353506,31.237545,29.640931,0.654195,0.000000,
559,0.497664,0.837007,0.561892,0.426372,0.432462,3.415203,3.415203,0.156121,0.271884,0.290415,0.292640,16.223233,31.292330,29.697867,0.649705,0.000000,
560,0.503761,0.836570,0.563255,0.433363,0.439492,3.512464,3.512464,0.153900,0.270087,0.287693,0.290336,16.170779,31.375718,29.758888,0.648168,0.000000,
561,0.525002,0.846903,0.566391,0.424632,0.486181,3.081512,3.535468,0.153836,0.268860,0.287725,0.289730,16.155826,31.431669,29.778832,0.646033,0.000000,
562,0.534507,0.845217,0.550419,0.442970,0.500649,2.673547,3.081512,0.152754,0.268681,0.288243,0.293455,16.113707,31.487701,29.801370,0.644861,0.000000,
563,0.530719,0.847083,0.581304,0.429987,0.489334,2.673547,2.673547,0.151213,0.267036,0.287153,0.289642,16.035739,31.493259,29.774652,0.641315,0.000000,
564,0.522800,0.850959,0.567348,0.429808,0.477140,3.319465,3.319465,0.151142,0.266768,0.285711,0.289086,15.964436,31.489034,29.738960,0.641743,0.000000,
565,0.513382,0.847468,0.585826,0.408301,0.466270,3.385104,4.315520,0.153303,0.268074,0.289016,0.293077,15.934797,31.576795,29.781384,0.640577,0.000000,
566,0.538699,0.845956,0.560598,0.416817,0.523307,2.730139,3.385104,0.153023,0.266711,0.286180,0.289127,15.898808,31.611136,29.776394,0.639973,0.000000,
567,0.526791,0.840415,0.560521,0.456808,0.474413,2.730139,2.730139,0.151119,0.263483,0.283865,0.289592,15.796339,31.647843,29.780254,0.636651,0.000000,
568,0.523866,0.852366,0.558155,0.449345,0.471300,3.197704,3.197704,0.152980,0.263057,0.283919,0.290566,15.713124,31.691235,29.791122,0.634975,0.000000,
569,0.556671,0.841643,0.573003,0.496668,0.513540,4.163437,4.550203,0.153562,0.265754,0.288333,0.295149,15.724501,31.816237,29.879410,0.636172,0.000000,
570,0.498735,0.844580,0.575481,0.421332,0.430224,4.010105,4.163437,0.155175,0.268564,0.290676,0.296765,15.676241,31.928255,29.963513,0.633434,0.000000,
571,0.521812,0.835844,0.569627,0.435396,0.474163,3.806629,4.010105,0.153447,0.267288,0.288420,0.297030,15.661570,31.994231,30.007799,0.630602,0.000000,
572,0.528079,0.847577,0.573822,0.423424,0.488955,3.080765,3.806629,0.152292,0.267879,0.290895,0.299826,15.621497,32.084972,30.086098,0.630192,0.000000,
573,0.529505,0.839410,0.581517,0.409034,0.499695,3.080765,3.080765,0.152946,0.266757,0.289844,0.297103,15.563300,32.124282,30.101588,0.626191,0.000000,
574,0.525906,0.840347,0.560930,0.447348,0.478365,3.550807,3.550807,0.152133,0.264074,0.286447,0.291313,15.483885,32.131032,30.086774,0.626039,0.000000,
575,0.502265,0.853686,0.581833,0.442350,0.422160,4.023664,4.023664,0.150551,0.263198,0.284150,0.290661,15.379096,32.151447,30.106079,0.624665,0.000000,
576,0.543020,0.840899,0.595712,0.467475,0.493494,4.516567,4.516567,0.150675,0.262528,0.284745,0.291465,15.295940,32.212859,30.149976,0.621648,0.000000,
577,0.536544,0.840259,0.602122,0.467291,0.475384,4.589438,4.589438,0.147298,0.256709,0.279760,0.284734,15.237077,32.309497,30.236960,0.618035,0.000000,
578,0.540802,0.840080,0.593058,0.491764,0.473250,4.688049,4.688049,0.148083,0.256781,0.278419,0.282431,15.156612,32.465153,30.355645,0.616552,0.000000,
579,0.522653,0.847965,0.589990,0.470827,0.446946,4.978827,4.978827,0.145745,0.255755,0.276133,0.281110,15.090786,32.515752,30.376466,0.612012,0.000000,
580,0.546803,0.834825,0.586551,0.505287,0.485490,5.267766,5.267766,0.144890,0.253812,0.273795,0.278228,15.028341,32.554226,30.394375,0.607963,0.000000,
581,0.518812,0.833185,0.575345,0.444208,0.461526,5.436343,5.436343,0.142791,0.246237,0.267002,0.270451,14.925929,32.566669,30.356269,0.608162,0.000000,
582,0.527926,0.835725,0.600947,0.419367,0.483935,5.841015,5.841015,0.141282,0.244941,0.263756,0.266822,14.849844,32.548941,30.272268,0.606804,0.000000,
583,0.549469,0.843225,0.603535,0.445774,0.514811,5.799185,6.058926,0.141777,0.243512,0.263328,0.262684,14.717873,32.461375,30.151596,0.602354,0.000000,
584,0.556656,0.843228,0.584645,0.467204,0.521371,5.303801,5.799185,0.146538,0.246626,0.263874,0.260129,14.552030,32.401100,30.042975,0.607905,0.000000,
585,0.544216,0.849249,0.570765,0.406123,0.531248,5.264851,5.303801,0.146661,0.245853,0.264299,0.262201,14.454807,32.379344,29.983777,0.605167,0.000000,
586,0.553170,0.841121,0.570949,0.448193,0.527778,5.048357,5.264851,0.145664,0.243659,0.259940,0.256597,14.311317,32.375301,29.941123,0.602815,0.000000,
587,0.550210,0.846471,0.577683,0.425922,0.535601,5.002883,5.048357,0.146431,0.242847,0.262362,0.262117,14.227401,32.372430,29.905571,0.600384,0.000000,
588,0.541115,0.853203,0.569088,0.454856,0.500975,4.851038,5.002883,0.143260,0.238129,0.257481,0.255127,14.180561,32.401571,29.906966,0.593020,0.000000,
589,0.552053,0.848199,0.566661,0.408633,0.550277,4.239974,4.851038,0.142594,0.236953,0.254672,0.252800,14.076746,32.415363,29.901158,0.588629,0.000000,
590,0.535138,0.853776,0.555723,0.468808,0.482728,4.239974,4.239974,0.142492,0.235686,0.254530,0.252815,14.017581,32.406871,29.859784,0.586990,0.000000,
591,0.534494,0.838668,0.572484,0.495045,0.465253,4.562346,4.562346,0.141554,0.233671,0.251329,0.252437,13.966934,32.375725,29.799701,0.586162,0.000000,
592,0.506159,0.829378,0.571812,0.397055,0.461135,3.583664,4.577226,0.137865,0.229362,0.247609,0.247118,13.890849,32.322961,29.726666,0.583634,0.000000,
593,0.523773,0.837273,0.568451,0.393026,0.499490,3.320033,3.583664,0.137561,0.229278,0.248180,0.246532,13.762128,32.308661,29.694826,0.581737,0.000000,
594,0.543530,0.846834,0.567691,0.342583,0.567329,3.158453,3.320033,0.140221,0.230791,0.251038,0.252310,13.751263,32.333852,29.693604,0.589857,0.000000,
595,0.530529,0.848190,0.570064,0.397501,0.506900,2.893112,3.158453,0.139606,0.229764,0.248819,0.247571,13.726504,32.335934,29.695201,0.585180,0.000000,
596,0.501813,0.850275,0.543371,0.401705,0.452544,2.893112,2.893112,0.137450,0.227723,0.246921,0.243292,13.708417,32.346144,29.696267,0.581448,0.000000,
597,0.484079,0.846328,0.571857,0.377712,0.420108,3.193068,3.193068,0.134684,0.223802,0.241699,0.240967,13.634329,32.316558,29.660926,0.590511,0.000000,
598,0.511058,0.847197,0.594587,0.374934,0.473719,3.684353,3.684353,0.131600,0.222413,0.239686,0.236433,13.565914,32.254921,29.606105,0.585129,0.000000,
599,0.507870,0.844419,0.593100,0.393332,0.458485,3.797900,3.797900,0.130426,0.221118,0.237370,0.236778,13.498811,32.185596,29.547134,0.579733,0.000000,
600,0.487690,0.873182,0.621439,0.369743,0.415679,4.347621,4.347621,0.131646,0.222572,0.238929,0.237270,13.417024,32.172454,29.534879,0.589188,0.000000,
601,0.500310,0.841903,0.536346,0.373568,0.471434,5.207067,5.207067,0.130133,0.216527,0.232470,0.231504,13.368300,32.138075,29.497290,0.586546,0.000000,
602,0.477915,0.841635,0.549878,0.357919,0.428742,5.270064,5.836740,0.130551,0.213473,0.228612,0.225706,13.237470,32.118831,29.476837,0.585128,0.000000,
603,0.504126,0.849313,0.598084,0.361177,0.468202,4.277059,5.270064,0.130020,0.213323,0.229211,0.225553,13.233808,32.095123,29.464727,0.583570,0.000000,
604,0.498026,0.858086,0.604479,0.375167,0.441695,3.063356,4.277059,0.128476,0.212077,0.227926,0.228031,13.173303,32.094681,29.463934,0.582754,0.000000,
605,0.486370,0.854715,0.556273,0.381728,0.429180,1.979670,3.063356,0.128272,0.211149,0.226999,0.226618,13.146309,32.103130,29.482078,0.584290,0.000000,
606,0.497127,0.838784,0.567321,0.385958,0.448868,1.202205,1.979670,0.127854,0.210692,0.227139,0.228535,13.177989,32.116757,29.485596,0.583654,0.000000,
607,0.490902,0.866040,0.536493,0.415630,0.420652,1.015028,1.202205,0.128734,0.213557,0.228774,0.230736,13.146584,32.112951,29.485491,0.582043,0.000000,
608,0.476554,0.858487,0.530880,0.420512,0.390646,1.015028,1.015028,0.128067,0.211039,0.226968,0.229580,13.165183,32.135291,29.496740,0.581086,0.000000,
609,0.501812,0.859167,0.565848,0.382975,0.458737,1.723018,1.723018,0.128057,0.210807,0.225806,0.226661,13.134461,32.106679,29.478528,0.586158,0.000000,
610,0.476603,0.847652,0.566466,0.361387,0.419526,2.064446,2.064446,0.127439,0.209450,0.225852,0.226059,13.173518,32.097311,29.448002,0.583150,0.000000,
611,0.490564,0.852178,0.582589,0.345289,0.453144,1.588718,2.214134,0.127262,0.208733,0.225410,0.224809,13.150756,32.031814,29.396638,0.583546,0.000000,
612,0.491354,0.871133,0.542571,0.374921,0.445027,1.588718,1.588718,0.127182,0.207321,0.222998,0.223155,13.141669,32.002149,29.359236,0.583474,0.000000,
613,0.485992,0.847247,0.562838,0.381334,0.429739,1.305498,1.664193,0.127590,0.208224,0.223110,0.221990,13.115992,31.967299,29.322839,0.581791,0.000000,
614,0.482324,0.850874,0.555331,0.357703,0.435366,1.305498,1.305498,0.126379,0.206104,0.221432,0.222831,13.100814,31.932794,29.284343,0.580541,0.000000,
615,0.499048,0.854282,0.571321,0.413101,0.433485,1.040113,1.376322,0.126393,0.204960,0.220317,0.221116,13.090388,31.903624,29.246998,0.584434,0.000000,
616,0.505484,0.855181,0.562658,0.419495,0.446191,0.686428,1.040113,0.125979,0.204833,0.220002,0.219734,13.067052,31.870609,29.223812,0.584796,0.000000,
617,0.479304,0.859913,0.568171,0.442647,0.374045,0.686428,0.686428,0.125722,0.203021,0.217724,0.218908,13.047144,31.862336,29.214835,0.578990,0.000000,
618,0.502640,0.853580,0.580632,0.451328,0.416595,1.249093,1.249093,0.125992,0.204378,0.220566,0.221206,13.050960,31.876786,29.235958,0.583971,0.000000,
619,0.492484,0.866010,0.560446,0.457681,0.394841,1.857793,1.857793,0.125604,0.203876,0.219545,0.220361,13.039314,31.859871,29.219746,0.582854,0.000000,
620,0.451305,0.851162,0.551015,0.405919,0.340372,1.969717,1.969717,0.124816,0.202165,0.217551,0.216615,13.059410,31.871707,29.224768,0.584405,0.000000,
621,0.467296,0.848356,0.576707,0.396070,0.372508,1.974818,1.974818,0.125963,0.204179,0.219684,0.220091,13.074526,31.893537,29.244005,0.586013,0.000000,
622,0.482013,0.857113,0.551182,0.407616,0.403052,3.235662,3.235662,0.125646,0.203565,0.219504,0.220880,13.065448,31.932974,29.301980,0.579346,0.000000,
623,0.485596,0.854166,0.567957,0.367406,0.431162,3.559606,3.559606,0.128283,0.209795,0.228227,0.230656,13.151638,32.030080,29.392236,0.581303,0.000000,
624,0.496064,0.859377,0.556473,0.381528,0.447715,3.678950,3.678950,0.128993,0.212416,0.229014,0.229525,13.227708,32.130680,29.498281,0.586933,0.000000,
625,0.485931,0.854189,0.579512,0.397279,0.411470,3.737888,4.362237,0.129269,0.213364,0.229871,0.228123,13.217508,32.197864,29.563440,0.586629,0.000000,
626,0.495282,0.850175,0.563563,0.410531,0.428165,3.737888,3.737888,0.130799,0.216777,0.234665,0.235509,13.288636,32.268118,29.635418,0.584537,0.000000,
627,0.493637,0.850385,0.550171,0.377334,0.448294,4.281412,4.281412,0.131927,0.221530,0.241039,0.241813,13.354739,32.336090,29.700284,0.585998,0.000000,
628,0.521512,0.849052,0.600874,0.404997,0.475954,4.557897,4.557897,0.135093,0.226908,0.248492,0.253182,13.455600,32.430876,29.788791,0.585925,0.000000,
629,0.515328,0.846912,0.589923,0.413627,0.462511,4.789485,4.789485,0.137328,0.231290,0.253799,0.259333,13.527846,32.521858,29.885516,0.590532,0.000000,
630,0.492124,0.846586,0.575138,0.378814,0.438614,4.848868,4.848868,0.139174,0.235338,0.260084,0.264240,13.589570,32.650217,29.990362,0.584452,0.000000,
631,0.513806,0.851235,0.585242,0.392907,0.469060,5.412711,5.412711,0.141067,0.242540,0.267640,0.271636,13.727360,32.766664,30.099147,0.588663,0.000000,
632,0.553244,0.857530,0.607574,0.505707,0.483174,6.281905,6.281905,0.143874,0.248089,0.274229,0.278747,13.800050,32.922188,30.259724,0.593044,0.000000,
633,0.538794,0.856029,0.644210,0.490900,0.450609,7.660301,7.660301,0.145458,0.253645,0.280734,0.285499,13.922848,33.078078,30.416081,0.595819,0.000000,
634,0.570062,0.829298,0.588780,0.470115,0.551420,7.832242,7.832242,0.147315,0.261440,0.288945,0.294858,14.066396,33.281073,30.624066,0.593926,1.822722,
635,0.539740,0.858861,0.567426,0.456622,0.495430,7.916802,8.155735,0.147963,0.263698,0.289284,0.291730,14.165327,33.399700,30.762094,0.591757,0.000000,
636,0.571359,0.839932,0.617543,0.477194,0.536290,7.916802,7.916802,0.150257,0.270222,0.295315,0.295272,14.253065,33.517671,30.903991,0.598260,1.515150,
637,0.538759,0.845422,0.561068,0.480672,0.486172,8.158093,8.158093,0.152698,0.278134,0.306621,0.312760,14.298106,33.621257,31.031569,0.595936,0.000000,
638,0.554368,0.833394,0.568633,0.460775,0.528438,7.992844,8.232665,0.148284,0.272986,0.299750,0.306424,14.374125,33.703139,31.156722,0.594028,0.000000,
639,0.579752,0.832483,0.607085,0.453702,0.573142,7.992844,7.992844,0.145490,0.271620,0.297122,0.304110,14.527870,33.800715,31.286798,0.593157,2.488966,
640,0.602817,0.839450,0.568849,0.539362,0.589469,8.654860,8.654860,0.145938,0.280629,0.309558,0.319570,14.693274,33.988077,31.490266,0.597684,5.076333,
641,0.635048,0.828766,0.604827,0.516097,0.660226,9.282977,9.282977,0.146872,0.282516,0.309774,0.320760,14.843780,34.262168,31.735100,0.610424,9.153408,
642,0.602085,0.832349,0.621728,0.550979,0.565010,9.118070,9.481462,0.146148,0.287343,0.315066,0.328396,14.991274,34.493656,32.081191,0.606827,5.079811,
643,0.620971,0.823869,0.642135,0.536965,0.606911,9.007158,9.118070,0.147913,0.292490,0.319104,0.325606,15.124012,34.851792,32.495985,0.609342,6.853271,
644,0.617970,0.849433,0.630855,0.554216,0.589229,8.939234,9.007158,0.148329,0.299353,0.327601,0.336018,15.335868,35.146603,32.850771,0.613572,6.215032,
645,0.615707,0.845110,0.634335,0.545738,0.588813,8.939234,8.939234,0.150784,0.307730,0.337745,0.345693,15.714116,35.481791,33.283914,0.626177,5.618790,
646,0.649162,0.838527,0.651378,0.580883,0.636868,9.246037,9.246037,0.157367,0.318891,0.348665,0.357989,16.006488,35.856676,33.851080,0.638673,9.466979,
647,0.660114,0.841068,0.694172,0.566439,0.653907,9.715055,9.715055,0.161755,0.328479,0.358007,0.366004,16.475342,36.462785,34.568777,0.654173,10.862430,
648,0.669949,0.841752,0.669204,0.626965,0.649696,10.073643,10.073643,0.165107,0.337000,0.368780,0.379688,16.983072,37.110083,35.268434,0.669325,12.244606,
649,0.686463,0.845620,0.656064,0.598042,0.704583,9.276323,10.118612,0.168595,0.345142,0.376307,0.388758,17.491407,37.813410,36.089364,0.684936,13.609391,
650,0.695693,0.848148,0.681089,0.623502,0.702372,8.356627,9.276323,0.168875,0.344644,0.374401,0.390946,17.819072,38.608731,37.078909,0.694253,14.192273,
651,0.697898,0.842599,0.686391,0.634672,0.701066,7.894283,8.356627,0.168756,0.349505,0.379346,0.396009,18.170489,39.060872,37.927810,0.702603,14.045073,
652,0.699396,0.855250,0.670131,0.646509,0.698703,7.594774,7.894283,0.167402,0.348008,0.381508,0.400653,18.381967,39.359668,38.563082,0.705511,14.174490,
653,0.691053,0.847288,0.686810,0.617707,0.693991,7.594774,7.594774,0.171059,0.352986,0.386326,0.404313,18.566960,39.404943,39.017475,0.710298,12.902332,
654,0.688116,0.848376,0.703194,0.628259,0.676716,8.670970,8.670970,0.167652,0.346115,0.380140,0.399492,18.574073,39.594131,39.623952,0.709103,13.543429,
655,0.690095,0.846400,0.683358,0.640448,0.680994,9.311145,9.311145,0.167039,0.344793,0.380558,0.402621,18.739545,39.754297,40.226135,0.709922,14.430420,
656,0.711038,0.852571,0.684839,0.654961,0.716519,9.493462,9.493462,0.169130,0.347808,0.383100,0.401187,18.541233,39.743762,40.571348,0.714093,17.253706,
657,0.703116,0.842580,0.679111,0.660703,0.699807,9.640820,9.640820,0.167999,0.344898,0.379068,0.398079,18.586685,39.932410,40.740205,0.710954,16.340710,
