0Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
1377,0.741672,0.845193,0.675877,0.693570,0.759226,5.222694,5.222694,0.303913,0.566586,0.597901,0.607552,20.807187,39.553192,40.946239,0.826419,19.012229,
1378,0.727565,0.841121,0.674970,0.629417,0.764856,4.800420,5.341920,0.308553,0.562401,0.593707,0.603103,20.937854,39.667584,41.113110,0.822402,16.130180,
1379,0.717121,0.845820,0.684531,0.664307,0.716281,4.031698,4.800420,0.302856,0.557611,0.587812,0.593976,21.009271,39.853974,41.342694,0.823752,13.443322,
1380,0.722034,0.841867,0.720133,0.659251,0.719280,3.793313,4.031698,0.294448,0.552803,0.585130,0.600053,21.086997,39.948545,41.463128,0.818788,14.424027,
1381,0.746281,0.854008,0.704803,0.732038,0.733490,3.376165,3.793313,0.298105,0.552989,0.582335,0.590731,21.034833,39.990712,41.592537,0.822291,17.487401,
1382,0.735478,0.846026,0.713828,0.744293,0.703808,2.705754,3.376165,0.305566,0.555729,0.584996,0.593197,21.149875,40.085008,41.836713,0.829196,15.147217,
1383,0.735760,0.848783,0.730399,0.700435,0.719467,2.259769,2.705754,0.311411,0.557478,0.586064,0.595739,21.233836,40.012762,41.770991,0.831863,14.825225,
1384,0.747494,0.854131,0.714805,0.698699,0.749858,2.079955,2.259769,0.311264,0.560281,0.588025,0.595086,21.208161,40.126327,41.961389,0.833729,16.497156,
1385,0.742117,0.851416,0.717274,0.678258,0.749922,1.828024,2.079955,0.311019,0.562386,0.591467,0.600078,21.218371,40.167052,41.967001,0.836623,15.610420,
1386,0.723892,0.845673,0.702250,0.710971,0.698779,1.828024,1.828024,0.305868,0.562452,0.592945,0.601498,21.276440,40.202699,42.077613,0.839021,12.797421,
1387,0.745496,0.843416,0.698261,0.687003,0.761825,2.129265,2.129265,0.304246,0.558470,0.589102,0.599804,21.285267,40.185293,42.070190,0.836126,16.536350,
1388,0.735545,0.853017,0.692688,0.707912,0.727455,3.990236,3.990236,0.306172,0.549790,0.579645,0.588411,21.147875,40.413984,42.372727,0.838443,16.184616,
1389,0.731843,0.845704,0.723483,0.692455,0.720153,5.294009,5.294009,0.301111,0.542836,0.573083,0.580026,21.129219,40.685650,42.712304,0.836784,16.544226,
1390,0.731621,0.839802,0.721577,0.707656,0.714113,7.773783,7.773783,0.291884,0.527956,0.558449,0.565464,21.015285,40.635021,42.824801,0.835650,18.426245,
1391,0.713174,0.844994,0.692559,0.671406,0.703100,8.950640,8.950640,0.285533,0.515917,0.547590,0.556945,20.816698,40.774943,43.054604,0.833549,16.473442,
1392,0.701296,0.846488,0.673864,0.645990,0.698485,10.082165,10.276676,0.277391,0.499719,0.532017,0.545942,20.345124,40.831499,43.359131,0.830111,15.573996,
1393,0.718318,0.842291,0.675620,0.652173,0.733231,8.748720,10.082165,0.271891,0.488137,0.521230,0.532964,20.051499,41.392934,44.100942,0.827210,16.785053,
1394,0.695654,0.847229,0.662757,0.634719,0.698567,7.777303,8.748720,0.267435,0.477276,0.511628,0.524244,19.698420,41.557461,44.559271,0.823589,12.448534,
1395,0.720317,0.834149,0.658466,0.703045,0.719636,6.267607,7.777303,0.260856,0.469713,0.503593,0.515928,19.418610,41.860750,45.076079,0.821232,14.782159,
1396,0.688991,0.836780,0.659880,0.621472,0.699542,5.634270,6.267607,0.261565,0.466680,0.500718,0.510626,19.200086,41.826942,45.293185,0.815890,9.457607,
1397,0.651275,0.837124,0.638514,0.589819,0.642240,4.674675,5.634270,0.254697,0.463130,0.497545,0.508686,19.100616,41.927703,45.492119,0.811968,3.367371,
1398,0.662690,0.839999,0.634664,0.635243,0.642043,3.532535,4.674675,0.250653,0.459343,0.495280,0.508348,18.949228,41.970649,45.713305,0.809792,4.173620,
1399,0.675495,0.825364,0.646851,0.613311,0.681283,3.532535,3.532535,0.254192,0.458655,0.493150,0.507921,18.864995,41.942502,45.769738,0.810604,5.950868,
1400,0.671118,0.827647,0.643299,0.632804,0.662296,4.935040,4.935040,0.251343,0.455647,0.492642,0.504755,18.742213,41.929361,45.853443,0.808664,6.500448,
1401,0.686011,0.831033,0.639821,0.630148,0.696257,4.226830,5.597393,0.247928,0.453193,0.488870,0.500098,18.562370,41.937581,45.977679,0.806341,7.993310,
1402,0.683515,0.825320,0.633675,0.654706,0.680267,4.226830,4.226830,0.243832,0.450521,0.486373,0.497473,18.367996,41.982440,46.181775,0.805608,7.666362,
1403,0.688310,0.821447,0.652767,0.633497,0.698185,4.264274,4.268790,0.241354,0.451032,0.485948,0.493386,18.142219,42.057137,46.375972,0.803098,8.263716,
1404,0.653807,0.834277,0.641181,0.579695,0.656289,3.520217,4.264274,0.241236,0.446855,0.483175,0.490112,18.046366,42.072257,46.550277,0.800330,2.842746,
1405,0.657628,0.814825,0.629609,0.625246,0.647497,3.196241,3.520217,0.238308,0.444282,0.479366,0.487805,17.911981,41.991335,46.526391,0.798837,3.150256,
1406,0.656082,0.839284,0.633216,0.598616,0.652933,3.060762,3.196241,0.239460,0.443983,0.478596,0.484509,17.839395,41.990533,46.475632,0.799633,2.733075,
1407,0.673966,0.822779,0.629821,0.604513,0.691505,3.060762,3.060762,0.240158,0.446732,0.482732,0.488876,17.853020,41.963312,46.459657,0.800348,5.251725,
1408,0.673685,0.818999,0.652548,0.617498,0.677436,3.608401,4.233661,0.236179,0.439034,0.473461,0.483249,17.828773,42.013115,46.519985,0.799194,5.752520,
1409,0.646291,0.815010,0.630010,0.584551,0.645602,3.430965,3.608401,0.235414,0.438838,0.472827,0.481654,17.792779,42.035295,46.472817,0.798343,1.816711,
1410,0.645274,0.823703,0.622196,0.593786,0.639323,3.430965,3.430965,0.236384,0.433572,0.466185,0.476146,17.844440,42.281654,46.510813,0.799896,1.689502,
1411,0.648068,0.814961,0.639164,0.613260,0.631048,3.492924,4.235908,0.240760,0.434793,0.469325,0.474058,17.873679,42.293007,46.470083,0.800043,1.972615,
1412,0.654344,0.821467,0.633914,0.621526,0.639576,3.492924,3.492924,0.239417,0.437981,0.471429,0.479626,18.003276,42.257404,46.332238,0.803083,2.886891,
1413,0.668051,0.828784,0.632392,0.617813,0.668836,3.273525,3.858224,0.242118,0.438463,0.471477,0.480153,18.120953,42.263022,46.313429,0.803181,4.567880,
1414,0.637350,0.823698,0.633518,0.575165,0.627661,3.273525,3.273525,0.243570,0.438123,0.471648,0.482882,18.172980,42.281996,46.283019,0.804154,0.465689,
1415,0.656037,0.824088,0.653297,0.619254,0.637029,3.415882,3.415882,0.246656,0.442325,0.474845,0.485554,18.355521,42.235218,46.204349,0.807201,3.013208,
1416,0.677915,0.826289,0.617190,0.597398,0.708205,3.648513,3.648513,0.249265,0.442558,0.474641,0.481156,18.443969,42.251439,46.070574,0.808264,6.077316,
1417,0.677175,0.834125,0.622370,0.582364,0.708304,5.294593,5.294593,0.253550,0.443553,0.475262,0.486465,18.526358,42.109965,45.874413,0.808804,7.405653,
1418,0.658745,0.824962,0.626641,0.605123,0.657007,5.849587,6.139664,0.252610,0.446537,0.479218,0.490822,18.584343,42.162665,45.878062,0.808932,5.327899,
1419,0.656103,0.826120,0.615304,0.583019,0.666988,5.849587,5.849587,0.255021,0.451135,0.483369,0.494403,18.662536,42.023902,45.677571,0.808670,4.907715,
1420,0.644247,0.824220,0.643509,0.618521,0.611207,6.535447,7.569784,0.259671,0.457379,0.489343,0.501171,18.809475,41.922894,45.318485,0.808267,3.810847,
1421,0.678230,0.837481,0.661301,0.623602,0.671950,4.949409,6.535447,0.266375,0.462069,0.492662,0.501645,18.975048,41.776336,44.996543,0.811554,7.095339,
1422,0.674189,0.842868,0.647448,0.566426,0.698899,4.949409,4.949409,0.267411,0.464470,0.494708,0.507622,19.100561,41.594067,44.780914,0.812473,6.629903,
1423,0.707856,0.845183,0.667749,0.629768,0.726881,3.226670,5.796220,0.269934,0.468345,0.497750,0.506294,19.185935,41.344697,44.282615,0.819637,9.923610,
1424,0.682418,0.844088,0.673373,0.616500,0.677185,1.628289,3.226670,0.268086,0.471400,0.500248,0.508120,19.414578,41.203996,44.075062,0.820183,4.896482,
1425,0.692642,0.839188,0.692941,0.629214,0.686846,1.545541,1.628289,0.271002,0.471342,0.500028,0.507529,19.434500,41.261663,44.014970,0.819135,6.255891,
1426,0.680082,0.845471,0.672453,0.587567,0.688518,1.299722,1.545541,0.276548,0.469160,0.498611,0.506466,19.514499,41.332075,44.104452,0.821002,4.223460,
1427,0.673810,0.834945,0.677958,0.585016,0.677765,1.290918,1.299722,0.275659,0.468607,0.498614,0.507856,19.475886,41.308633,44.120582,0.822244,3.394432,
1428,0.691996,0.835245,0.666990,0.591652,0.716351,1.290918,1.290918,0.275135,0.468768,0.497973,0.507114,19.504100,41.275001,44.187391,0.821233,5.971340,
1429,0.673532,0.849450,0.658255,0.607301,0.666512,1.906108,1.906108,0.274870,0.467763,0.497076,0.506091,19.388991,41.263875,44.171350,0.817319,3.822579,
1430,0.667469,0.842637,0.641162,0.598580,0.666720,2.926119,2.926119,0.274421,0.467125,0.495909,0.505026,19.479286,41.238893,44.128093,0.815517,3.778206,
1431,0.675617,0.829347,0.623039,0.606751,0.689624,3.515660,3.515660,0.271304,0.463574,0.491145,0.499550,19.528442,41.335964,44.052999,0.816489,5.370209,
1432,0.678257,0.831536,0.653758,0.549214,0.719592,4.789330,4.897130,0.276417,0.465798,0.492156,0.503069,19.517627,41.409726,43.953025,0.818011,6.804893,
1433,0.662950,0.838836,0.645630,0.593433,0.658985,4.562568,4.789330,0.275455,0.469949,0.496968,0.509411,19.402432,41.665520,44.213457,0.821704,4.530245,
1434,0.659899,0.822100,0.627435,0.596456,0.661457,4.562568,4.562568,0.278829,0.469764,0.494722,0.501611,19.546729,41.744885,44.341582,0.820587,3.823308,
1435,0.685363,0.820817,0.657892,0.561807,0.727793,4.898595,4.898595,0.277229,0.466203,0.491131,0.499167,19.341546,41.730110,44.439086,0.820327,7.775151,
1436,0.699398,0.828022,0.661647,0.656450,0.700315,4.844769,4.900846,0.277070,0.469205,0.494698,0.505070,19.156725,41.771042,44.580055,0.820168,9.896831,
1437,0.696813,0.832996,0.642422,0.646305,0.705700,4.810626,4.844769,0.280092,0.467891,0.493130,0.497764,19.268709,41.776883,44.608434,0.824803,9.257412,
1438,0.708345,0.823593,0.633886,0.674485,0.722117,4.810626,4.810626,0.282277,0.471127,0.494366,0.495671,19.337886,41.904624,44.787385,0.826101,10.782762,
1439,0.687114,0.825803,0.633856,0.649563,0.688409,4.551510,4.888151,0.286849,0.469079,0.491264,0.494036,19.420119,41.896283,44.733142,0.828374,7.404527,
1440,0.684173,0.833781,0.628447,0.634708,0.690564,4.551510,4.551510,0.287313,0.466575,0.488007,0.489315,19.398143,41.951140,44.734649,0.827705,6.893444,
1441,0.682903,0.839690,0.655363,0.656762,0.664119,4.694099,4.694099,0.288253,0.467904,0.489925,0.491596,19.426787,42.026247,44.786596,0.827724,6.858841,
1442,0.679210,0.832052,0.656663,0.670856,0.649306,4.240049,4.729144,0.285646,0.469473,0.490130,0.490266,19.386074,42.047636,44.721874,0.828681,5.881575,
1443,0.679546,0.836738,0.632819,0.678972,0.653095,4.019579,4.240049,0.288952,0.473903,0.492842,0.492841,19.217312,41.872285,44.479899,0.826127,5.669546,
1444,0.692991,0.834428,0.662789,0.657642,0.682343,3.401434,4.019579,0.291428,0.478001,0.497054,0.498957,19.310321,41.755146,44.257034,0.827546,7.161924,
1445,0.664937,0.830331,0.659026,0.642654,0.633303,2.370355,3.401434,0.288052,0.474008,0.491891,0.492068,19.224951,41.827383,44.333302,0.826955,2.217511,
1446,0.680988,0.840262,0.663892,0.668180,0.649371,1.435465,2.370355,0.290817,0.471414,0.489067,0.489069,19.144173,41.766140,44.235309,0.823855,3.683631,
1447,0.688646,0.833869,0.671798,0.668850,0.664361,1.435465,1.435465,0.294971,0.471415,0.490039,0.491920,19.185367,41.767187,44.145252,0.823680,4.827077,
1448,0.674941,0.828461,0.658583,0.669742,0.640416,1.565295,1.612008,0.295473,0.469574,0.488768,0.488731,19.025554,41.815088,44.276410,0.823834,2.933091,
1449,0.669960,0.830031,0.665648,0.653435,0.636107,1.565295,1.565295,0.292703,0.467841,0.485466,0.481643,18.942591,41.811419,44.292974,0.822967,2.097580,
1450,0.684326,0.833438,0.678559,0.663632,0.656866,2.288501,2.288501,0.287383,0.466369,0.483804,0.479927,19.065340,41.969327,44.392096,0.823601,4.751166,
1451,0.676037,0.836454,0.647383,0.651713,0.655309,2.353266,2.656927,0.283090,0.466019,0.484876,0.480819,19.017431,42.002445,44.283249,0.822315,3.709714,
1452,0.684976,0.827962,0.641657,0.680387,0.662405,1.672826,2.353266,0.280973,0.464805,0.483835,0.484448,19.021414,42.132842,44.447068,0.819054,4.589129,
1453,0.703149,0.828838,0.645646,0.654947,0.715027,1.672826,1.672826,0.282588,0.463648,0.482567,0.480976,19.060110,42.184336,44.500824,0.821181,7.110614,
1454,0.684882,0.838158,0.652450,0.634091,0.681164,2.130544,2.130544,0.286693,0.463586,0.482301,0.482345,19.106631,42.090239,44.399272,0.819955,4.862575,
1455,0.665238,0.833638,0.640339,0.651624,0.633648,2.138109,2.354974,0.286166,0.465710,0.484619,0.485305,19.194606,42.057081,44.373803,0.822710,2.132685,
1456,0.669783,0.834482,0.638059,0.687177,0.624529,2.138109,2.138109,0.282509,0.460284,0.479713,0.479843,19.188475,41.911095,44.158658,0.822899,2.805409,
1457,0.668425,0.824813,0.627935,0.649877,0.648238,2.473314,2.473314,0.278391,0.460790,0.479212,0.482267,19.255435,41.878255,44.107371,0.821940,2.977737,
1458,0.680017,0.828623,0.649724,0.664373,0.655459,2.696304,2.696304,0.274208,0.462134,0.481694,0.486319,19.232219,41.907328,44.242926,0.822320,4.911734,
1459,0.663296,0.830472,0.669768,0.637983,0.626168,3.091628,3.091628,0.275548,0.462458,0.482319,0.486211,19.261596,41.945127,44.174631,0.821914,2.856946,
1460,0.670973,0.824102,0.639945,0.668206,0.639697,3.358705,3.358705,0.277651,0.463614,0.483962,0.486577,19.252357,42.068177,44.350997,0.821392,4.107788,
1461,0.665610,0.834965,0.655363,0.644862,0.631328,3.938864,4.029699,0.283311,0.463117,0.483213,0.484959,19.223948,42.063798,44.357946,0.826590,3.742878,
1462,0.675806,0.835104,0.617100,0.683586,0.646155,3.938864,3.938864,0.282050,0.463619,0.484318,0.487589,19.200994,42.018753,44.234809,0.825621,5.259134,
1463,0.669824,0.829551,0.639933,0.654355,0.641836,4.188776,4.188776,0.277253,0.462124,0.484017,0.490764,19.257684,42.179958,44.383099,0.824673,4.803201,
1464,0.672349,0.836149,0.636334,0.627077,0.663558,4.640890,4.640890,0.274155,0.463655,0.485434,0.491381,19.212799,42.135579,44.460466,0.824991,5.537975,
1465,0.688993,0.842848,0.646838,0.637769,0.687556,4.459523,5.061252,0.278159,0.468024,0.491522,0.497221,19.402765,41.784209,44.233436,0.826056,7.808336,
1466,0.678692,0.837947,0.664079,0.606139,0.678204,3.881517,4.459523,0.283143,0.467555,0.489842,0.494485,19.308017,41.816750,44.192690,0.826182,5.718663,
1467,0.670385,0.824092,0.623141,0.606090,0.678394,3.881517,3.881517,0.283824,0.465027,0.486228,0.492214,19.272835,41.777294,44.205071,0.826875,4.528183,
1468,0.654816,0.829843,0.626531,0.623056,0.631800,3.640357,3.912556,0.279079,0.462851,0.485653,0.495067,19.258566,41.796076,44.230551,0.821374,2.345715,
1469,0.661209,0.833331,0.625118,0.607957,0.654092,3.357208,3.640357,0.276485,0.464616,0.485560,0.494011,19.297124,41.732360,44.216496,0.817951,2.942251,
1470,0.650554,0.832450,0.608283,0.663916,0.606896,2.811100,3.357208,0.272450,0.462506,0.484352,0.491608,19.298328,41.611377,44.050439,0.812116,1.059764,
1471,0.631843,0.830684,0.648855,0.576612,0.600306,2.440640,2.811100,0.271358,0.457884,0.478870,0.486704,19.218110,41.612850,44.019489,0.810256,0.000000,
1472,0.643150,0.836186,0.641137,0.625485,0.597644,2.071977,2.440640,0.272259,0.461406,0.482684,0.488433,19.030311,41.490125,43.929566,0.811658,0.000000,
1473,0.647648,0.836925,0.626778,0.603502,0.625782,2.060502,2.071977,0.274461,0.460029,0.483534,0.492718,19.059735,41.520521,43.912048,0.808831,0.156883,
1474,0.676628,0.843624,0.647538,0.612094,0.675028,2.060502,2.060502,0.278118,0.459421,0.480062,0.488592,19.100100,41.505142,43.878640,0.810195,4.029747,
1475,0.654409,0.842269,0.637234,0.578511,0.650004,3.771826,3.771826,0.271635,0.459579,0.482900,0.497175,19.385668,41.692959,43.915900,0.812540,2.627217,
1476,0.665740,0.831257,0.621743,0.587427,0.676006,6.225203,6.420288,0.274572,0.460182,0.480466,0.490370,19.694152,41.612559,43.767329,0.817804,5.987109,
1477,0.653021,0.839575,0.640603,0.610872,0.627527,4.985785,6.225203,0.272846,0.460318,0.482731,0.492234,19.672534,41.620767,44.160128,0.819950,3.246420,
1478,0.683560,0.833504,0.616299,0.604118,0.708175,3.528150,4.985785,0.268780,0.456852,0.479741,0.490899,19.578257,41.621006,44.158693,0.817779,6.444642,
1479,0.660148,0.832412,0.638339,0.571779,0.667939,3.393489,3.528150,0.269441,0.457841,0.481525,0.490989,19.434640,41.754583,44.254959,0.817612,3.007030,
1480,0.668806,0.832048,0.623083,0.614501,0.667813,3.393489,3.393489,0.274658,0.456719,0.480467,0.489613,19.481715,41.774495,44.305338,0.823702,4.158627,
1481,0.646465,0.836843,0.614795,0.567296,0.649986,3.543454,3.717829,0.271447,0.451319,0.474749,0.483072,19.380085,41.746845,44.325553,0.816714,1.198469,
1482,0.674753,0.823836,0.638345,0.574510,0.704289,1.524498,3.543454,0.268335,0.449275,0.471333,0.482738,19.216774,41.866979,44.500478,0.823403,3.571569,
1483,0.657627,0.823720,0.624484,0.584045,0.665589,0.697882,1.524498,0.265646,0.446073,0.469119,0.478494,19.095383,41.966905,44.629085,0.820898,0.583991,
1484,0.669027,0.830350,0.630044,0.606873,0.673428,0.697882,0.697882,0.264555,0.447071,0.469283,0.478825,19.277555,41.957348,44.645174,0.819006,2.129433,
1485,0.685232,0.831875,0.631958,0.603850,0.708265,1.483374,1.483374,0.265104,0.445652,0.468573,0.477325,19.220825,41.841496,44.615606,0.815923,4.994697,
1486,0.671249,0.834070,0.614808,0.610074,0.679511,1.576353,1.576353,0.267883,0.442639,0.466670,0.476086,19.163844,41.843010,44.635900,0.815837,3.150560,
1487,0.660968,0.836222,0.612166,0.576577,0.675123,1.835194,1.835194,0.268798,0.441556,0.466038,0.476147,19.193820,41.887810,44.684951,0.816680,1.967992,
1488,0.639990,0.824240,0.602750,0.569894,0.641424,2.343915,2.343915,0.269778,0.442432,0.466135,0.479288,19.186523,41.853464,44.681943,0.820005,0.000000,
1489,0.665889,0.814101,0.610429,0.622900,0.667538,2.268946,2.599339,0.263901,0.440796,0.464346,0.471005,19.196901,41.906020,44.846662,0.813462,2.914349,
1490,0.674901,0.824668,0.626868,0.620033,0.680624,1.875861,2.268946,0.265414,0.439514,0.462516,0.469374,19.128960,41.963490,44.942808,0.817273,3.827640,
1491,0.657392,0.822291,0.623161,0.596314,0.658479,1.671924,1.875861,0.265669,0.440150,0.464249,0.471466,19.135038,41.953047,44.918825,0.817509,1.303987,
1492,0.669079,0.834278,0.615919,0.620219,0.669167,1.616975,1.671924,0.262011,0.440130,0.462358,0.468313,19.049086,42.099764,45.061194,0.819875,2.807456,
1493,0.651873,0.828019,0.609086,0.625185,0.632716,1.549249,1.616975,0.260102,0.438867,0.462631,0.472419,19.148918,42.100956,44.882712,0.815448,0.590191,
1494,0.673794,0.836996,0.608489,0.614851,0.684037,1.549249,1.549249,0.264407,0.438776,0.460692,0.469258,18.955349,42.210053,44.900465,0.814208,3.448045,
1495,0.683018,0.816480,0.622800,0.619446,0.702601,1.059617,1.650002,0.266470,0.439298,0.462303,0.470727,18.965406,42.371159,45.019212,0.818357,4.347464,
1496,0.670587,0.836302,0.642863,0.615989,0.664539,1.059617,1.059617,0.266454,0.442232,0.464769,0.472745,18.988049,42.354794,45.002434,0.817076,2.588990,
1497,0.661234,0.827944,0.631976,0.608754,0.654688,1.132933,1.132933,0.266452,0.442623,0.464712,0.473802,19.058059,42.439182,45.073059,0.817931,1.382393,
1498,0.674353,0.836816,0.618322,0.603005,0.689893,1.548324,1.548324,0.266513,0.445122,0.467924,0.477047,19.000432,42.379883,44.974074,0.815469,3.520050,
1499,0.667325,0.832736,0.617805,0.625656,0.661734,1.562203,1.562203,0.265060,0.445184,0.467088,0.473939,19.011328,42.436111,44.987417,0.818890,2.484871,
1500,0.671940,0.822707,0.606331,0.636673,0.672045,2.237953,2.237953,0.263762,0.445214,0.466904,0.471171,18.991610,42.429420,44.918823,0.819171,3.588530,
1501,0.663888,0.823097,0.605826,0.613631,0.667487,2.447187,2.447187,0.268197,0.448350,0.471449,0.476410,18.993236,42.482257,44.860922,0.823327,2.647623,
1502,0.651656,0.828339,0.591467,0.666031,0.615627,2.292898,2.462643,0.267311,0.444874,0.466364,0.470316,19.025823,42.356074,44.596887,0.820888,0.807888,
1503,0.637392,0.822948,0.597769,0.585453,0.627986,2.251146,2.292898,0.266591,0.445014,0.466459,0.473061,19.060049,42.152647,44.478725,0.819112,0.000000,
1504,0.647032,0.825183,0.607999,0.644743,0.611159,2.251146,2.251146,0.267600,0.446448,0.469201,0.475123,19.113055,42.044411,44.419245,0.819169,0.227748,
1505,0.645347,0.828616,0.633734,0.574580,0.638175,2.508471,2.508471,0.266782,0.445498,0.466653,0.473682,19.022650,42.217380,44.547328,0.820083,0.201754,
1506,0.652151,0.820863,0.602316,0.622584,0.638747,3.498008,3.498008,0.268485,0.446033,0.468342,0.473603,19.047431,42.340239,44.611944,0.816514,1.868086,
1507,0.650679,0.840395,0.639474,0.593353,0.633509,4.033171,4.033171,0.270090,0.445993,0.468290,0.470888,18.949635,42.002728,44.614246,0.811822,2.008045,
1508,0.641626,0.834540,0.601628,0.544637,0.657446,4.108636,4.108636,0.266811,0.440860,0.462997,0.470146,18.797943,41.546543,44.438453,0.803510,1.023944,
1509,0.674148,0.820035,0.639944,0.600189,0.687689,4.404945,4.732669,0.260543,0.435771,0.455851,0.459800,18.629102,41.504377,44.339906,0.799571,5.648150,
1510,0.657493,0.821403,0.642149,0.558025,0.676281,3.718549,4.404945,0.259742,0.433829,0.454014,0.461681,18.601296,41.557952,44.340889,0.793351,2.932029,
1511,0.639457,0.833625,0.638841,0.554381,0.636838,3.718549,3.718549,0.253783,0.435279,0.458117,0.466847,18.474683,41.686277,44.404161,0.791466,0.654398,
1512,0.659750,0.849483,0.630217,0.608561,0.646040,3.961289,3.961289,0.256134,0.432442,0.454336,0.462067,18.513638,41.615144,44.230687,0.793715,3.523616,
1513,0.644575,0.829643,0.649244,0.601417,0.615720,3.765962,4.084991,0.255139,0.433331,0.455123,0.460921,18.388284,41.501974,44.116710,0.799460,1.272718,
1514,0.668026,0.833737,0.637427,0.602889,0.667734,3.765962,3.765962,0.258896,0.436350,0.458479,0.462456,18.396128,41.473454,44.071197,0.805786,4.356587,
1515,0.656141,0.839408,0.638699,0.601907,0.641251,3.767029,3.767029,0.261457,0.440731,0.463510,0.468009,18.653538,41.312779,43.889210,0.799682,2.713219,
1516,0.690429,0.849773,0.661521,0.627264,0.689233,4.210067,4.405251,0.265320,0.448221,0.470506,0.475452,18.741257,41.229469,43.731013,0.803963,7.804066,
1517,0.670065,0.834922,0.670408,0.614704,0.652727,3.749559,4.210067,0.263092,0.450005,0.471915,0.478945,18.749969,41.165875,43.631281,0.803263,4.618407,
1518,0.670832,0.840477,0.668546,0.653738,0.631948,3.101283,3.749559,0.265929,0.454695,0.476006,0.480094,18.929521,40.984673,43.451657,0.805024,4.064918,
1519,0.689982,0.829268,0.665990,0.655074,0.676409,2.773512,3.101283,0.264257,0.455079,0.477706,0.482810,19.013389,41.049863,43.489427,0.807566,6.593750,
1520,0.678530,0.839712,0.662931,0.578641,0.692136,2.484846,2.773512,0.266402,0.458975,0.480728,0.484011,18.992607,41.055202,43.651316,0.806378,4.633833,
1521,0.672175,0.837235,0.679802,0.555929,0.685552,2.452533,2.484846,0.268474,0.458398,0.480391,0.482246,18.954253,41.076035,43.708064,0.808993,3.659937,
1522,0.652850,0.834282,0.646991,0.555966,0.655251,2.452533,2.452533,0.267537,0.455193,0.477265,0.480687,18.972474,41.248752,43.886083,0.810607,1.050051,
1523,0.665168,0.833359,0.665790,0.640409,0.632358,3.454950,4.127182,0.265403,0.457676,0.481939,0.487805,18.966710,41.555877,44.340217,0.810364,3.707163,
1524,0.648116,0.833826,0.653213,0.591107,0.625965,2.759323,3.454950,0.264557,0.455735,0.478554,0.482616,18.826002,41.661289,44.675427,0.814049,0.715963,
1525,0.657224,0.839733,0.630159,0.608632,0.642152,2.759323,2.759323,0.260051,0.452873,0.476709,0.481701,18.790011,41.840308,45.072241,0.815404,2.070099,
1526,0.660235,0.838377,0.668888,0.588558,0.647627,2.111817,2.853246,0.258349,0.450931,0.473796,0.480619,18.686315,41.922613,45.133559,0.814070,2.017904,
1527,0.656173,0.843333,0.663106,0.582383,0.643186,1.675974,2.111817,0.253405,0.448831,0.472843,0.479980,18.690494,41.981527,45.239401,0.811185,1.223744,
1528,0.657430,0.837332,0.656395,0.600745,0.639331,1.538076,1.675974,0.258856,0.448076,0.471011,0.479335,18.634938,42.036883,45.408998,0.815037,1.235463,
1529,0.656333,0.835842,0.678169,0.602636,0.629672,1.538076,1.538076,0.259780,0.452190,0.475199,0.480601,18.599974,42.059416,45.401475,0.815593,0.981729,
1530,0.662418,0.841730,0.677074,0.614069,0.634959,1.578013,1.578013,0.255329,0.446745,0.469920,0.475589,18.529368,42.054635,45.436299,0.812078,1.922678,
1531,0.655027,0.828333,0.678376,0.604524,0.626912,1.000875,2.506490,0.251907,0.446582,0.470207,0.477239,18.521320,42.093399,45.636832,0.812501,0.560778,
1532,0.653113,0.826686,0.677711,0.580253,0.636812,0.695491,1.000875,0.250708,0.446272,0.469105,0.475950,18.478781,42.134168,45.675281,0.814561,0.058172,
1533,0.645643,0.842332,0.664475,0.570760,0.625900,0.695491,0.695491,0.252221,0.444501,0.467460,0.474260,18.459633,42.164644,45.690273,0.814590,0.000000,
1534,0.649563,0.838902,0.667805,0.595831,0.620834,0.992474,0.992474,0.250224,0.445861,0.468926,0.477040,18.452038,42.129963,45.731693,0.812608,0.000000,
1535,0.674936,0.838810,0.667562,0.620109,0.662520,1.930523,1.930523,0.251153,0.444091,0.466044,0.471387,18.309729,42.170205,45.859706,0.810819,3.930503,
1536,0.684099,0.831645,0.673866,0.653719,0.664068,1.966942,1.966942,0.250869,0.441984,0.463928,0.468625,18.301135,42.172380,45.931056,0.811885,5.226707,
1537,0.683556,0.838941,0.663727,0.625684,0.680019,2.186482,2.186482,0.251661,0.440011,0.461286,0.463385,18.281394,42.199067,46.008541,0.812018,5.231519,
1538,0.669475,0.826372,0.656480,0.607296,0.665145,2.515430,2.515430,0.248503,0.439914,0.462017,0.460189,18.135920,42.189991,46.143726,0.810672,3.490233,
1539,0.652641,0.828036,0.664214,0.577655,0.642578,3.231084,3.231084,0.241431,0.433866,0.456768,0.460167,17.983769,42.229240,46.324050,0.807971,2.034790,
1540,0.658144,0.838196,0.668527,0.595305,0.642657,3.764059,3.764059,0.242352,0.435941,0.458661,0.465149,17.830695,42.309647,46.372530,0.807858,3.251076,
1541,0.644623,0.829545,0.661691,0.609534,0.611153,5.902760,5.902760,0.238794,0.431182,0.453786,0.459096,17.625965,42.325118,46.728936,0.808241,3.164801,
