id,solverName,downsample,LSize,kmax,chunkSize,rr,threshold_coverage,numOfSourceViews,numOfCamera,tvNum,coverage_estimated_first_order_diff,coverage_estimated_second_order_diff,log
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,1,9,0.17650116974477195,0.033392341252666664,8
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,1,10,-0.04059813518654101,-0.025231249516666665,8
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,0,0.3795870241408158,-0.03781517798422218,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,1,0.32895969381065326,-0.031772208914711,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,2,-0.28845314579915426,-0.024138656415999882,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,3,0.3745429152893922,-0.01955410792044443,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,4,-0.3017703185488718,0.01589993338819995,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,5,0.3292678627340204,0.007779884935088965,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,6,-0.18855425471666143,0.029757492859200152,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,7,0.34358712577626804,0.006659409173088826,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,8,-0.5111408390140548,0.016328844418199928,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,9,0.2834171027200012,-0.015930057159911026,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,10,0.2903562612830846,-0.0005655293126722305,463
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,0,0.6201341432517491,0.0003912962811110088,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,1,0.5831551540921278,-0.0069438995729333985,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,2,-0.030618383907208724,-0.0034268039277998152,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,3,0.02226860973383671,0.033068272703999924,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,4,-0.01774484692051903,0.027162783092199883,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,5,0.5969921190363061,0.01939592581242222,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,6,0.07541333723576682,0.025595115111200162,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,7,0.5434607036356175,0.007722870862088782,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,8,-0.3633158798844951,0.010965301973399955,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,9,0.47072504356852884,-0.00899080146155562,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,5,10,0.43535447485476403,-0.0032671672125723084,930
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,0,0.7390383996182208,-0.291133784408,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,1,0.7832354969562454,-0.330077646034,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,2,0.7408616867516806,-0.30868152036389995,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,3,1.1106795330989216,-0.1677402114958888,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,4,0.5481684723475673,-0.202937942554,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,5,0.6379796760589973,-0.17430503164199984,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,6,1.1354167277629197,-0.0978626210947775,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,7,0.3376899023575062,-0.06407686310719996,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,8,0.7886134766438095,-0.02501092177905556,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,9,0.4083762381921512,-0.23675104407039993,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,7,10,0.7792313097678951,-0.022321958625222238,1609
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,0,0.9777228120717084,-0.041918793509288954,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,1,1.0198716397067644,-0.013996472432066698,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,2,1.0082233116651478,-0.00187009240510011,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,3,0.2907173871754076,-0.13924878640850014,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,4,0.3294163131489032,-0.15988399307919987,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,5,0.49056990736055317,-0.205201717748,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,6,0.501517214586473,-0.2021469848480001,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,7,0.34572453370765843,-0.1699965608538001,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,8,0.6173079189615496,-0.0013617276459333416,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,9,0.8596248150948429,0.008930017042955596,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,10,-0.10861586184803218,-0.03318828525785,1465
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,0,0.9255678878169914,-0.03364378935777779,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,1,0.4350390678869105,-0.03850302516400006,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,2,0.33201731337544227,-0.024463310311799713,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,3,0.30173240710553095,-0.07430692016700002,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,4,0.845334622507656,-0.05055483451244447,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,5,0.3643657912628553,-0.08815552314399999,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,6,0.48262739950123534,-0.08471173694999978,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,7,0.23526964623037339,-0.06239776683850007,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,8,0.6560128767486297,-0.0033560470491222905,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,9,0.731979848464953,0.0013487713737999618,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,10,0.6426497128347584,-0.00338049768423887,1150
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,0,0.8350139615557444,-0.0289481950649777,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,1,0.26053583025602634,-0.042726495955800026,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,2,0.8350455015719057,-0.03407180857036651,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,3,0.2694680328086294,-0.004298048510199992,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,4,0.19794862320428663,-0.015053287665000026,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,5,0.837516665772133,-0.009083130709800158,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,6,0.86728519702869,-0.012651419283488896,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,7,0.2453092799974641,-0.03281368297590026,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,8,-0.03629358820041784,-0.025477499698300043,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,9,0.7383363948477849,-0.03235990033311109,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,6,10,-0.04319408081977716,-0.023601706323850058,1107
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,0,0.6574361088965711,0.06588110875862224,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,1,0.7068583402118741,0.07322343045511104,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,2,0.7266302213898241,0.07231561840733336,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,3,0.5713862623601766,0.049091980169766736,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,4,0.4290370906281571,0.026954455210111083,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,5,-0.1553715478982669,-0.02311122269400001,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,6,-0.11372878864384184,-0.006456426620000011,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,7,0.3924332338586498,0.035180606998000075,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,8,-0.33161369605260593,-0.01637713666399998,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,9,0.5968652911610706,0.04726927513494447,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,4,10,-0.33518807348645774,-0.016690726708000092,551
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,0,-0.492020495871894,-0.048346608853999884,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,1,0.20627731723569487,-0.03804376195479997,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,2,0.27599964117298115,-0.03859088694926671,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,3,0.1614622637131714,-0.03476402777888876,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,4,0.15506101839189534,-0.01969992575955548,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,5,-0.4765192016780523,-0.01117193621000001,101
idF5_16users_8_0,kmax2Cvg,5,5,5,32,1.0,0.7,11,3,6,0.18092458068269968,-0.02275516508733333,101
