id,solverName,downsample,LSize,kmax,chunkSize,rr,threshold_coverage,pose,Frame,psnr_y,float_ssim,vmaf
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,0,17.533929,0.916108,30.900412
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,1,18.330803,0.926824,35.074922
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,2,18.757319,0.931862,35.497436
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,3,18.975349,0.934245,35.747728
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,4,19.089033,0.936589,35.873858
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,5,19.144288,0.936018,35.87518
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,6,19.172933,0.936331,35.927
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,7,19.188189,0.936485,36.004053
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,8,19.195111,0.936542,36.067433
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,9,19.199913,0.937733,36.023665
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,10,19.201043,0.936614,35.974062
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,11,19.201674,0.936635,36.071183
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,12,19.068626,0.924378,33.048205
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,13,18.892001,0.909432,30.523572
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,14,18.806827,0.903182,27.803384
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,15,18.775763,0.905399,28.548994
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,16,18.715203,0.89661,27.439021
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,17,18.786323,0.900888,29.031159
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,18,18.878362,0.907351,30.427809
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,19,18.838351,0.906431,28.889292
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,20,18.760761,0.904436,29.343066
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,21,18.763622,0.911037,30.880152
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,22,18.811209,0.9096,30.636486
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,23,18.647246,0.898845,26.779466
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,24,18.384242,0.901369,26.888011
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,25,18.578179,0.900253,26.613193
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,26,18.511024,0.901562,26.969042
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,27,18.700171,0.905749,28.486014
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,28,18.789005,0.911752,29.76585
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,29,18.720293,0.905818,30.598801
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,30,18.829417,0.908606,31.274415
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,31,18.853485,0.905842,30.25829
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,32,18.882586,0.907005,29.355491
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,33,18.862283,0.904171,28.855251
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,34,18.839296,0.901883,28.071862
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,35,18.83505,0.900113,28.951755
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,36,18.927026,0.905365,31.596659
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,37,19.008647,0.906327,33.071109
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,38,19.12909,0.909084,33.87545
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,39,19.163931,0.904065,33.273576
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,40,19.255809,0.903171,34.389355
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,41,19.371009,0.902567,34.751367
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,42,19.478971,0.90006,35.051519
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,43,19.636854,0.901585,36.235673
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,44,19.76555,0.902012,35.802917
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,45,19.927746,0.901453,36.458963
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,46,20.118053,0.900431,38.048917
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,47,20.289351,0.89909,36.165746
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,48,20.454398,0.898514,35.945322
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,49,20.627,0.897099,37.477338
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,50,20.822666,0.897231,38.439286
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,51,21.024801,0.895885,39.052301
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,52,21.262241,0.895729,39.245655
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,53,21.435831,0.893274,39.198421
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,54,21.624533,0.893027,38.464054
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,55,21.7463,0.891848,37.759757
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,56,21.843201,0.889701,37.907165
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,57,21.956056,0.885945,37.066233
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,58,22.00316,0.883076,39.499229
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,59,22.004907,0.880602,37.882696
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,60,18.086098,0.861523,31.257952
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,61,18.845478,0.8707,33.578603
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,62,19.621429,0.882954,35.47181
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,63,20.307668,0.892984,37.31527
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,64,20.826603,0.903908,39.466193
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,65,21.630906,0.914244,42.721592
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,66,22.627726,0.925338,45.963827
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,67,23.678395,0.937676,45.570569
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,68,24.656476,0.946466,47.873632
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,69,25.687479,0.954414,51.854879
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,70,27.986743,0.97869,64.7209
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,71,26.718717,0.955836,52.96394
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,72,26.583131,0.954735,51.374775
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,73,26.245957,0.951066,48.653502
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,74,26.133375,0.94905,48.91999
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,75,25.975115,0.94728,47.829642
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,76,25.684456,0.943867,44.65667
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,77,25.398759,0.941369,44.070759
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,78,24.965151,0.937829,40.123413
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,79,24.616754,0.934575,39.076201
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,80,24.432232,0.931424,38.758144
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,81,24.210594,0.927383,38.129001
idF5_16users_3,NSA,5,3,3,32,1.0,0.7,0,82,24.066727,0.923182,40.687326
