id,solverName,downsample,LSize,kmax,chunkSize,rr,threshold_coverage,pose,Frame,psnr_y,float_ssim,vmaf
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,140,17.511536,0.901279,34.040924
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,141,17.718031,0.90107,35.608778
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,142,17.944526,0.899716,35.52201
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,143,18.196085,0.904683,34.440236
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,144,18.454605,0.907004,35.687071
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,145,18.682901,0.907556,34.230284
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,146,18.804474,0.909917,33.720059
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,147,18.849517,0.909099,34.006025
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,148,18.91053,0.908663,34.464069
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,149,18.979178,0.911184,31.540063
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,150,18.967038,0.911117,32.76744
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,151,18.95262,0.911596,33.258507
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,152,18.891284,0.913354,35.2935
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,153,18.810107,0.912289,33.264588
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,154,18.73351,0.913318,34.524352
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,155,18.534694,0.912013,34.707991
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,156,18.091299,0.90812,38.481817
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,157,17.696634,0.906796,34.084623
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,158,17.490238,0.905298,32.934171
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,159,17.266782,0.905495,34.423661
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,160,17.085359,0.904133,33.485344
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,161,16.927063,0.903313,32.349307
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,162,16.613851,0.906678,35.005269
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,163,16.438697,0.909082,34.250661
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,164,16.256095,0.907212,31.700376
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,165,16.319049,0.931385,39.111868
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,166,16.067191,0.902947,32.237788
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,167,15.958078,0.899612,33.415669
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,168,15.800966,0.890593,32.960958
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,169,15.60143,0.88449,32.289529
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,170,15.361429,0.87612,26.862215
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,171,15.140494,0.867461,18.149738
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,172,15.018617,0.857776,10.085028
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,173,14.921754,0.851728,9.972783
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,174,14.770429,0.840263,13.33354
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,175,14.716931,0.834689,10.922935
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,176,14.567584,0.825825,9.71901
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,177,14.394399,0.817977,8.465024
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,178,14.368724,0.814522,7.944223
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,179,14.482462,0.813166,5.831457
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,180,15.989903,0.815846,32.715822
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,181,16.08829,0.816543,33.363305
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,182,16.066592,0.813177,35.057234
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,183,15.861836,0.819828,34.987462
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,184,16.078044,0.835384,37.466597
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,185,16.341009,0.854978,41.333393
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,186,16.542012,0.854436,41.139688
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,187,17.003761,0.867563,47.011534
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,188,17.716645,0.891788,51.675515
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,189,19.563347,0.917937,54.304135
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,190,22.459577,0.960286,63.437811
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,191,23.042668,0.941375,58.551744
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,192,23.433611,0.943417,59.481106
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,193,24.435618,0.947176,66.030597
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,194,24.617839,0.949235,65.236315
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,195,26.040979,0.971324,73.886147
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,196,25.051496,0.951534,68.520806
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,197,24.905674,0.949275,68.79621
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,198,24.302639,0.947001,68.914204
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,199,24.367255,0.941936,69.347075
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,200,24.586219,0.940656,70.111929
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,201,24.970161,0.946844,72.814442
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,202,24.815639,0.947527,72.603852
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,203,24.705925,0.946309,73.691804
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,204,24.806897,0.94618,74.859119
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,205,26.376084,0.977,91.256714
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,206,21.797438,0.923789,73.910464
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,207,19.263134,0.897501,70.492986
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,208,17.945513,0.874131,64.942153
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,209,17.144368,0.851273,59.303031
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,210,16.475061,0.833839,54.609776
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,211,16.046231,0.818011,52.940662
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,212,15.932609,0.804831,49.434143
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,213,16.329082,0.809445,48.914358
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,214,15.472988,0.782502,45.878442
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,215,15.037077,0.756081,38.4468
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,216,14.763027,0.740681,31.639841
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,217,14.572202,0.724268,28.535907
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,218,14.51702,0.719662,29.061416
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,219,14.490936,0.71182,28.471072
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,220,14.495348,0.702461,23.510018
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,221,14.474967,0.691261,21.802858
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,222,14.299064,0.67976,21.559193
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,223,14.323832,0.678418,16.072056
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,224,14.153065,0.662776,15.368429
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,225,14.157167,0.66475,12.478371
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,226,14.161349,0.661585,10.935313
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,227,14.402662,0.670104,9.85057
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,228,14.331768,0.656813,7.072553
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,229,14.28017,0.659092,2.90309
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,230,14.269032,0.650688,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,231,14.219704,0.644867,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,232,14.150612,0.643672,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,233,14.122282,0.648302,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,234,14.140252,0.644814,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,235,14.028351,0.644151,0.0
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,236,13.997859,0.643436,0.044728
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,237,14.098116,0.651468,5.603646
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,238,14.077952,0.657768,10.242073
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,239,14.021489,0.65328,16.376804
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,240,22.777887,0.967364,64.88122
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,241,22.626589,0.935767,55.394814
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,242,23.55552,0.937796,57.699926
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,243,24.384157,0.939333,56.922505
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,244,25.132841,0.94229,56.953864
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,245,27.416979,0.978812,71.164272
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,246,25.365858,0.948634,55.058471
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,247,25.19665,0.949039,54.632983
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,248,25.024435,0.950135,51.936331
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,249,25.311614,0.952088,52.134276
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,250,25.521045,0.950671,49.677261
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,251,25.762581,0.9525,52.385801
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,252,25.876802,0.953875,51.406636
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,253,25.825693,0.952903,50.217333
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,254,25.771082,0.951751,50.502863
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,255,27.366167,0.980085,63.739934
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,256,25.679044,0.950617,47.301967
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,257,25.882163,0.954673,50.223365
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,258,25.486092,0.951519,46.513629
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,259,24.931014,0.949262,47.100661
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,260,24.340645,0.945256,43.367294
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,261,24.0707,0.944665,44.313756
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,262,23.969118,0.943184,42.822009
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,263,23.803911,0.940921,43.993847
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,264,23.24207,0.936299,41.478473
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,265,22.577201,0.930805,40.540172
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,266,21.91489,0.925398,38.544418
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,267,21.263307,0.918767,35.199176
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,268,21.19432,0.912993,33.941049
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,269,21.040375,0.90802,31.467229
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,270,20.917454,0.908772,33.236826
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,271,21.029701,0.908492,33.982156
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,272,20.990593,0.908132,33.427861
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,273,20.781408,0.90284,35.242734
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,274,20.169437,0.896049,32.860462
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,275,19.808425,0.891211,31.79688
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,276,19.489516,0.886046,29.975931
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,277,19.116653,0.879532,30.115013
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,278,18.727943,0.871188,31.796459
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,279,18.271388,0.858096,31.929284
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,280,17.80122,0.851415,28.09884
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,281,17.5869,0.849361,27.523874
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,282,17.97009,0.849127,29.656875
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,283,18.225875,0.849025,23.403405
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,284,18.147,0.843861,22.760856
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,285,17.809108,0.830359,21.383835
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,286,17.617066,0.825858,21.293692
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,287,17.373477,0.819145,20.008025
idF5_16users_3,NSA,5,3,2,32,1.0,0.7,0,288,16.790951,0.800393,19.472063
