id,solverName,downsample,LSize,kmax,chunkSize,rr,threshold_coverage,numOfSourceViews,numOfCamera,tvNum,real_coverage,coverage_estimated_first_order_diff,coverage_estimated_second_order_diff,log,psnr_y,float_ssim,vmaf
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,0,1.0,-1.0,0.0,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,1,0.6233246527777778,-0.0509003853640572,0.0026280381944443,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,2,0.4767404513888889,-0.0284678648463804,0.0035004340277777,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,3,0.3870963541666666,-0.0141270767571548,0.0017751736111111,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,4,0.0540104166666666,0.0742435106271043,0.0001334635416666,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,5,0.0063151041666666,0.077988952020202,0.0001106770833333,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,6,0.0083984375,0.0671389809553872,0.0001226128472222,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,7,0.0079861111111111,0.0711254669086701,0.0001519097222222,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,8,0.0066927083333333,0.0688005484532828,0.0001443142361111,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,9,0.0080512152777777,0.0623935093118687,6.184895833333433e-05,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,10,0.4386067708333333,-0.0265245462436869,0.0008984375,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,11,0.0096397569444444,0.060391894202441,0.0001410590277777,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,12,0.0038975694444444,0.0658128367003366,3.255208333333365e-05,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,13,0.0405121527777777,0.0663048163930976,0.0001779513888888,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,14,0.2463151041666666,0.0239154855850169,0.0003342013888888,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,15,0.001484375,0.0531838094486531,-2.1701388888890117e-06,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,1,16,0.0109895833333333,0.0528491648253367,0.0002267795138888,1,11.195199461458326,0.5743263322916674,2.6939164468749994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,0,0.4402647569444444,0.0629286800294612,0.0017979600694444,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,1,0.4746223958333333,0.0689100484006732,0.0030262586805556,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,2,0.5855078125,0.0491896517255892,0.0044216579861111,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,3,1.0,-0.9205760719170876,0.0,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,4,1.0,-0.9148975089436028,0.0,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,5,0.6822352430555556,0.0247077809343432,0.0034472656249999,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,6,0.1963845486111111,0.1046276173190234,0.0005240885416666,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,7,0.1149392361111111,0.1232642571548821,0.0007215711805555,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,8,0.0332942708333333,0.1316571522516834,0.0006792534722222,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,9,0.0449392361111111,0.1166345301978114,0.0004003906249999,113,15.318853189583317,0.709193632291668,10.309160003124994
idF5_16users_16_0,kmax2Cvg,5,5,2,32,1.0,0.7,17,2,10,0.3029600694444444,0.0727032880892257,0.0008355034722222,113,15.318853189583317,0.709193632291668,10.309160003124994
